Industry,Country,Year,Attack_Type,Canonical_Attack_Vector,Data_Type,Records_Compromised,Employee_Count,Security_Budget_Million_USD,Financial_Impact_Million_USD,Recovery_Time_Days,Incident_Severity,Baseline_Industry_Cost_Million_USD,Per_Record_Cost_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source,PerRecord_Source,Source_Tag
Healthcare,India,2020,Malware,unknown,pii_customer,875225,10700,19.2,7.08,31,3,8.44,100.0,7.08,IBM_Global×Multiplier,,LEAN
Retail,Germany,2024,Malware,unknown,pii_customer,989625,23000,8.9,71.2,53,4,3.798,100.0,71.2,IBM_Global×Multiplier,,LEAN
Education,China,2016,DDoS,unknown,pii_customer,210433,3400,2.1,89.08,63,4,3.376,100.0,89.08,IBM_Global×Multiplier,,LEAN
IT,USA,2018,Malware,unknown,pii_customer,709153,8900,12.3,26.31,45,4,4.22,100.0,26.31,IBM_Global×Multiplier,,LEAN
IT,France,2020,Ransomware,unknown,pii_customer,568832,8900,12.3,21.11,12,1,4.22,100.0,21.11,IBM_Global×Multiplier,,LEAN
Retail,China,2022,Phishing,unknown,pii_customer,355545,23000,8.9,51.76,68,4,3.798,100.0,51.76,IBM_Global×Multiplier,,LEAN
Education,Germany,2019,Phishing,unknown,pii_customer,112635,3400,2.1,90.91,55,4,3.376,100.0,90.91,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2015,SQL Injection,unknown,pii_customer,988268,8900,12.3,89.39,44,4,4.22,100.0,89.39,IBM_Global×Multiplier,,LEAN
Education,India,2021,Malware,unknown,pii_customer,357399,3400,2.1,65.87,2,1,3.376,100.0,65.87,IBM_Global×Multiplier,,LEAN
Government,Japan,2018,Man-in-the-Middle,unknown,pii_customer,512258,2300,8.9,78.16,32,3,4.22,100.0,78.16,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2024,Ransomware,unknown,pii_customer,180760,10700,19.2,24.21,34,3,8.44,100.0,24.21,IBM_Global×Multiplier,,LEAN
Retail,USA,2023,Man-in-the-Middle,unknown,pii_customer,691638,23000,8.9,81.16,17,1,3.798,100.0,81.16,IBM_Global×Multiplier,,LEAN
IT,Russia,2019,Ransomware,unknown,pii_customer,123757,8900,12.3,80.18,54,4,4.22,100.0,80.18,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2018,DDoS,unknown,pii_customer,702285,45000,34.5,70.0,46,4,4.22,100.0,70.0,IBM_Global×Multiplier,,LEAN
Education,Australia,2022,DDoS,vulnerability exploit,pii_customer,907708,3400,2.1,9.73,44,4,3.376,100.0,9.73,IBM_Global×Multiplier,,LEAN
Healthcare,Australia,2015,DDoS,vulnerability exploit,pii_customer,713160,10700,19.2,4.49,26,3,8.44,100.0,4.49,IBM_Global×Multiplier,,LEAN
Banking,USA,2022,Malware,unknown,pii_customer,239200,8900,12.3,46.75,8,1,4.22,100.0,46.75,IBM_Global×Multiplier,,LEAN
Healthcare,China,2016,DDoS,unknown,pii_customer,500521,10700,19.2,63.15,27,3,8.44,100.0,63.15,IBM_Global×Multiplier,,LEAN
IT,India,2015,Phishing,vulnerability exploit,pii_customer,741259,8900,12.3,25.47,18,2,4.22,100.0,25.47,IBM_Global×Multiplier,,LEAN
Education,Japan,2021,SQL Injection,vulnerability exploit,pii_customer,604843,3400,2.1,3.97,40,3,3.376,100.0,3.97,IBM_Global×Multiplier,,LEAN
Education,UK,2023,SQL Injection,unknown,pii_customer,697610,3400,2.1,19.17,18,2,3.376,100.0,19.17,IBM_Global×Multiplier,,LEAN
IT,Germany,2022,SQL Injection,unknown,pii_customer,730850,8900,12.3,58.35,27,3,4.22,100.0,58.35,IBM_Global×Multiplier,,LEAN
IT,Australia,2018,SQL Injection,unknown,pii_customer,417807,8900,12.3,65.08,46,4,4.22,100.0,65.08,IBM_Global×Multiplier,,LEAN
Healthcare,India,2020,Malware,vulnerability exploit,pii_customer,58205,10700,19.2,3.74,63,4,8.44,100.0,3.74,IBM_Global×Multiplier,,LEAN
Healthcare,India,2016,SQL Injection,unknown,pii_customer,830670,10700,19.2,33.11,11,1,8.44,100.0,33.11,IBM_Global×Multiplier,,LEAN
Government,Brazil,2024,Ransomware,unknown,pii_customer,691990,2300,8.9,57.7,41,3,4.22,100.0,57.7,IBM_Global×Multiplier,,LEAN
Retail,USA,2015,Ransomware,unknown,pii_customer,498089,23000,8.9,74.68,18,2,3.798,100.0,74.68,IBM_Global×Multiplier,,LEAN
IT,China,2015,Ransomware,unknown,pii_customer,748040,8900,12.3,86.82,18,2,4.22,100.0,86.82,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2018,Ransomware,unknown,pii_customer,909979,10700,19.2,4.51,65,4,8.44,100.0,4.51,IBM_Global×Multiplier,,LEAN
Banking,Australia,2019,Man-in-the-Middle,unknown,pii_customer,286038,8900,12.3,27.0,43,4,4.22,100.0,27.0,IBM_Global×Multiplier,,LEAN
Retail,Russia,2021,SQL Injection,unknown,pii_customer,479586,23000,8.9,82.88,8,1,3.798,100.0,82.88,IBM_Global×Multiplier,,LEAN
Banking,Australia,2020,Phishing,unknown,pii_customer,454763,8900,12.3,42.03,14,1,4.22,100.0,42.03,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2019,Phishing,vulnerability exploit,pii_customer,60183,45000,34.5,33.85,17,1,4.22,100.0,33.85,IBM_Global×Multiplier,,LEAN
Education,Russia,2018,Phishing,unknown,pii_customer,596801,3400,2.1,94.6,70,4,3.376,100.0,94.6,IBM_Global×Multiplier,,LEAN
IT,China,2021,Ransomware,unknown,pii_customer,698786,8900,12.3,71.9,21,2,4.22,100.0,71.9,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2021,DDoS,vulnerability exploit,pii_customer,441749,45000,34.5,94.23,55,4,4.22,100.0,94.23,IBM_Global×Multiplier,,LEAN
Healthcare,China,2018,SQL Injection,unknown,pii_customer,966102,10700,19.2,76.4,1,1,8.44,100.0,76.4,IBM_Global×Multiplier,,LEAN
Healthcare,India,2017,Malware,unknown,pii_customer,430200,10700,19.2,66.29,48,4,8.44,100.0,66.29,IBM_Global×Multiplier,,LEAN
Banking,UK,2023,Ransomware,unknown,pii_customer,638668,8900,12.3,49.89,47,4,4.22,100.0,49.89,IBM_Global×Multiplier,,LEAN
Healthcare,UK,2019,DDoS,unknown,pii_customer,127817,10700,19.2,81.91,66,4,8.44,100.0,81.91,IBM_Global×Multiplier,,LEAN
Government,Brazil,2017,Man-in-the-Middle,unknown,pii_customer,491794,2300,8.9,14.54,4,1,4.22,100.0,14.54,IBM_Global×Multiplier,,LEAN
IT,Germany,2024,Ransomware,unknown,pii_customer,737958,8900,12.3,33.44,54,4,4.22,100.0,33.44,IBM_Global×Multiplier,,LEAN
Education,Australia,2017,DDoS,unknown,pii_customer,724207,3400,2.1,31.74,54,4,3.376,100.0,31.74,IBM_Global×Multiplier,,LEAN
Healthcare,Germany,2018,SQL Injection,vulnerability exploit,pii_customer,451780,10700,19.2,78.11,28,3,8.44,100.0,78.11,IBM_Global×Multiplier,,LEAN
Healthcare,India,2016,Man-in-the-Middle,unknown,pii_customer,875227,10700,19.2,8.25,20,2,8.44,100.0,8.25,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2018,Malware,unknown,pii_customer,334945,8900,12.3,17.52,33,3,4.22,100.0,17.52,IBM_Global×Multiplier,,LEAN
IT,Australia,2023,DDoS,unknown,pii_customer,525978,8900,12.3,81.89,12,1,4.22,100.0,81.89,IBM_Global×Multiplier,,LEAN
Retail,UK,2016,Phishing,unknown,pii_customer,761252,23000,8.9,37.29,57,4,3.798,100.0,37.29,IBM_Global×Multiplier,,LEAN
Government,China,2017,Phishing,unknown,pii_customer,168075,2300,8.9,38.87,52,4,4.22,100.0,38.87,IBM_Global×Multiplier,,LEAN
Banking,Japan,2015,Ransomware,unknown,pii_customer,443408,8900,12.3,6.57,71,4,4.22,100.0,6.57,IBM_Global×Multiplier,,LEAN
IT,UK,2018,DDoS,unknown,pii_customer,60917,8900,12.3,17.99,1,1,4.22,100.0,17.99,IBM_Global×Multiplier,,LEAN
Banking,USA,2017,Man-in-the-Middle,unknown,pii_customer,839892,8900,12.3,59.54,20,2,4.22,100.0,59.54,IBM_Global×Multiplier,,LEAN
Government,Brazil,2021,Ransomware,unknown,pii_customer,673933,2300,8.9,72.14,22,2,4.22,100.0,72.14,IBM_Global×Multiplier,,LEAN
Education,USA,2021,Ransomware,unknown,pii_customer,534283,3400,2.1,84.64,49,4,3.376,100.0,84.64,IBM_Global×Multiplier,,LEAN
Education,UK,2022,DDoS,vulnerability exploit,pii_customer,49715,3400,2.1,32.2,72,4,3.376,100.0,32.2,IBM_Global×Multiplier,,LEAN
Banking,China,2022,SQL Injection,unknown,pii_customer,297461,8900,12.3,1.16,15,1,4.22,100.0,1.16,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2021,SQL Injection,unknown,pii_customer,861410,10700,19.2,48.71,7,1,8.44,100.0,48.71,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2016,DDoS,unknown,pii_customer,547178,45000,34.5,14.28,45,4,4.22,100.0,14.28,IBM_Global×Multiplier,,LEAN
Banking,Japan,2020,Ransomware,unknown,pii_customer,273660,8900,12.3,37.38,6,1,4.22,100.0,37.38,IBM_Global×Multiplier,,LEAN
IT,Brazil,2023,Phishing,vulnerability exploit,pii_customer,195113,8900,12.3,23.01,4,1,4.22,100.0,23.01,IBM_Global×Multiplier,,LEAN
Banking,China,2018,Man-in-the-Middle,vulnerability exploit,pii_customer,881294,8900,12.3,9.77,3,1,4.22,100.0,9.77,IBM_Global×Multiplier,,LEAN
Government,USA,2024,Phishing,unknown,pii_customer,146937,2300,8.9,58.64,10,1,4.22,100.0,58.64,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2016,Phishing,unknown,pii_customer,72191,10700,19.2,11.29,3,1,8.44,100.0,11.29,IBM_Global×Multiplier,,LEAN
Government,Australia,2022,Man-in-the-Middle,unknown,pii_customer,898589,2300,8.9,90.65,58,4,4.22,100.0,90.65,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2024,Malware,unknown,pii_customer,430306,45000,34.5,30.66,67,4,4.22,100.0,30.66,IBM_Global×Multiplier,,LEAN
IT,Australia,2022,DDoS,unknown,pii_customer,835814,8900,12.3,27.02,40,3,4.22,100.0,27.02,IBM_Global×Multiplier,,LEAN
IT,Russia,2015,SQL Injection,unknown,pii_customer,837322,8900,12.3,56.07,25,2,4.22,100.0,56.07,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2019,SQL Injection,vulnerability exploit,pii_customer,299403,45000,34.5,10.88,23,2,4.22,100.0,10.88,IBM_Global×Multiplier,,LEAN
Government,USA,2024,Man-in-the-Middle,unknown,pii_customer,482492,2300,8.9,96.13,17,1,4.22,100.0,96.13,IBM_Global×Multiplier,,LEAN
IT,China,2022,DDoS,unknown,pii_customer,777010,8900,12.3,88.61,34,3,4.22,100.0,88.61,IBM_Global×Multiplier,,LEAN
IT,Germany,2021,DDoS,unknown,pii_customer,806210,8900,12.3,73.5,5,1,4.22,100.0,73.5,IBM_Global×Multiplier,,LEAN
Government,China,2024,Malware,vulnerability exploit,pii_customer,281616,2300,8.9,1.17,6,1,4.22,100.0,1.17,IBM_Global×Multiplier,,LEAN
Banking,India,2023,Ransomware,vulnerability exploit,pii_customer,827952,8900,12.3,42.02,21,2,4.22,100.0,42.02,IBM_Global×Multiplier,,LEAN
Retail,USA,2020,Malware,unknown,pii_customer,179586,23000,8.9,59.15,27,3,3.798,100.0,59.15,IBM_Global×Multiplier,,LEAN
Retail,UK,2022,Phishing,unknown,pii_customer,725905,23000,8.9,26.63,54,4,3.798,100.0,26.63,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2016,DDoS,unknown,pii_customer,723411,10700,19.2,30.49,40,3,8.44,100.0,30.49,IBM_Global×Multiplier,,LEAN
Banking,India,2024,Malware,unknown,pii_customer,141437,8900,12.3,14.01,10,1,4.22,100.0,14.01,IBM_Global×Multiplier,,LEAN
Government,USA,2019,DDoS,unknown,pii_customer,441744,2300,8.9,49.88,40,3,4.22,100.0,49.88,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2016,Malware,unknown,pii_customer,936738,45000,34.5,4.84,8,1,4.22,100.0,4.84,IBM_Global×Multiplier,,LEAN
Education,USA,2024,Malware,unknown,pii_customer,822636,3400,2.1,75.51,63,4,3.376,100.0,75.51,IBM_Global×Multiplier,,LEAN
Banking,Australia,2018,Malware,unknown,pii_customer,843891,8900,12.3,68.32,31,3,4.22,100.0,68.32,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2020,DDoS,unknown,pii_customer,82576,10700,19.2,6.37,40,3,8.44,100.0,6.37,IBM_Global×Multiplier,,LEAN
Banking,France,2024,Ransomware,unknown,pii_customer,759522,8900,12.3,97.53,39,3,4.22,100.0,97.53,IBM_Global×Multiplier,,LEAN
Banking,UK,2024,Ransomware,unknown,pii_customer,860343,8900,12.3,12.22,42,4,4.22,100.0,12.22,IBM_Global×Multiplier,,LEAN
Government,Australia,2023,Malware,unknown,pii_customer,14483,2300,8.9,55.72,36,3,4.22,100.0,55.72,IBM_Global×Multiplier,,LEAN
Telecommunications,Japan,2023,Malware,unknown,pii_customer,871255,45000,34.5,67.77,24,2,4.22,100.0,67.77,IBM_Global×Multiplier,,LEAN
Government,India,2019,Man-in-the-Middle,unknown,pii_customer,48647,2300,8.9,98.86,48,4,4.22,100.0,98.86,IBM_Global×Multiplier,,LEAN
Education,Australia,2024,Phishing,unknown,pii_customer,109907,3400,2.1,74.75,5,1,3.376,100.0,74.75,IBM_Global×Multiplier,,LEAN
Retail,Brazil,2022,Man-in-the-Middle,vulnerability exploit,pii_customer,749386,23000,8.9,89.11,16,1,3.798,100.0,89.11,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2018,Malware,unknown,pii_customer,900723,45000,34.5,89.79,32,3,4.22,100.0,89.79,IBM_Global×Multiplier,,LEAN
IT,France,2024,Phishing,unknown,pii_customer,943151,8900,12.3,49.75,66,4,4.22,100.0,49.75,IBM_Global×Multiplier,,LEAN
Education,USA,2019,Malware,vulnerability exploit,pii_customer,93580,3400,2.1,1.05,21,2,3.376,100.0,1.05,IBM_Global×Multiplier,,LEAN
Retail,China,2019,Malware,unknown,pii_customer,303469,23000,8.9,26.66,60,4,3.798,100.0,26.66,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2024,Malware,vulnerability exploit,pii_customer,28436,45000,34.5,0.71,66,4,4.22,100.0,0.71,IBM_Global×Multiplier,,LEAN
Healthcare,France,2015,Phishing,vulnerability exploit,pii_customer,383484,10700,19.2,41.92,52,4,8.44,100.0,41.92,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2017,DDoS,unknown,pii_customer,27446,45000,34.5,40.05,13,1,4.22,100.0,40.05,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2020,Phishing,vulnerability exploit,pii_customer,39276,10700,19.2,73.13,29,3,8.44,100.0,73.13,IBM_Global×Multiplier,,LEAN
IT,Brazil,2024,SQL Injection,unknown,pii_customer,88304,8900,12.3,33.94,41,3,4.22,100.0,33.94,IBM_Global×Multiplier,,LEAN
Government,Brazil,2019,Malware,unknown,pii_customer,281096,2300,8.9,4.95,2,1,4.22,100.0,4.95,IBM_Global×Multiplier,,LEAN
Banking,Australia,2018,SQL Injection,unknown,pii_customer,793612,8900,12.3,50.23,12,1,4.22,100.0,50.23,IBM_Global×Multiplier,,LEAN
Banking,UK,2016,Malware,vulnerability exploit,pii_customer,848188,8900,12.3,49.92,12,1,4.22,100.0,49.92,IBM_Global×Multiplier,,LEAN
IT,India,2016,Man-in-the-Middle,vulnerability exploit,pii_customer,374767,8900,12.3,70.24,67,4,4.22,100.0,70.24,IBM_Global×Multiplier,,LEAN
Telecommunications,France,2019,DDoS,vulnerability exploit,pii_customer,835349,45000,34.5,85.65,8,1,4.22,100.0,85.65,IBM_Global×Multiplier,,LEAN
Banking,Japan,2020,SQL Injection,unknown,pii_customer,877560,8900,12.3,64.25,61,4,4.22,100.0,64.25,IBM_Global×Multiplier,,LEAN
Government,Germany,2016,Man-in-the-Middle,unknown,pii_customer,249279,2300,8.9,58.93,58,4,4.22,100.0,58.93,IBM_Global×Multiplier,,LEAN
Government,Japan,2017,Ransomware,unknown,pii_customer,126143,2300,8.9,9.24,35,3,4.22,100.0,9.24,IBM_Global×Multiplier,,LEAN
Government,France,2021,Malware,vulnerability exploit,pii_customer,7910,2300,8.9,50.84,19,2,4.22,100.0,50.84,IBM_Global×Multiplier,,LEAN
Education,Brazil,2020,SQL Injection,unknown,pii_customer,732802,3400,2.1,85.12,62,4,3.376,100.0,85.12,IBM_Global×Multiplier,,LEAN
Telecommunications,USA,2019,DDoS,vulnerability exploit,pii_customer,426349,45000,34.5,12.13,44,4,4.22,100.0,12.13,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2019,Man-in-the-Middle,unknown,pii_customer,739538,45000,34.5,6.24,5,1,4.22,100.0,6.24,IBM_Global×Multiplier,,LEAN
Retail,UK,2016,SQL Injection,unknown,pii_customer,251689,23000,8.9,17.98,1,1,3.798,100.0,17.98,IBM_Global×Multiplier,,LEAN
Education,Germany,2015,Malware,unknown,pii_customer,461291,3400,2.1,75.2,5,1,3.376,100.0,75.2,IBM_Global×Multiplier,,LEAN
Banking,UK,2021,Man-in-the-Middle,unknown,pii_customer,757595,8900,12.3,71.88,40,3,4.22,100.0,71.88,IBM_Global×Multiplier,,LEAN
Retail,Japan,2024,Man-in-the-Middle,unknown,pii_customer,970866,23000,8.9,12.62,13,1,3.798,100.0,12.62,IBM_Global×Multiplier,,LEAN
Government,Brazil,2021,Malware,unknown,pii_customer,334916,2300,8.9,79.56,35,3,4.22,100.0,79.56,IBM_Global×Multiplier,,LEAN
IT,UK,2019,Man-in-the-Middle,unknown,pii_customer,384185,8900,12.3,35.37,71,4,4.22,100.0,35.37,IBM_Global×Multiplier,,LEAN
Education,Australia,2016,Phishing,unknown,pii_customer,6670,3400,2.1,98.72,24,2,3.376,100.0,98.72,IBM_Global×Multiplier,,LEAN
IT,France,2016,Man-in-the-Middle,unknown,pii_customer,801177,8900,12.3,62.08,11,1,4.22,100.0,62.08,IBM_Global×Multiplier,,LEAN
Banking,Russia,2016,Ransomware,unknown,pii_customer,183711,8900,12.3,28.79,50,4,4.22,100.0,28.79,IBM_Global×Multiplier,,LEAN
Retail,France,2015,Malware,unknown,pii_customer,573985,23000,8.9,83.45,45,4,3.798,100.0,83.45,IBM_Global×Multiplier,,LEAN
Healthcare,Japan,2018,DDoS,unknown,pii_customer,675172,10700,19.2,88.04,43,4,8.44,100.0,88.04,IBM_Global×Multiplier,,LEAN
Government,Germany,2018,DDoS,vulnerability exploit,pii_customer,716770,2300,8.9,35.76,2,1,4.22,100.0,35.76,IBM_Global×Multiplier,,LEAN
IT,Australia,2016,DDoS,unknown,pii_customer,825866,8900,12.3,43.19,23,2,4.22,100.0,43.19,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2019,Ransomware,unknown,pii_customer,206631,10700,19.2,92.43,64,4,8.44,100.0,92.43,IBM_Global×Multiplier,,LEAN
Banking,Germany,2016,Phishing,unknown,pii_customer,153211,8900,12.3,40.18,43,4,4.22,100.0,40.18,IBM_Global×Multiplier,,LEAN
IT,Japan,2018,SQL Injection,unknown,pii_customer,322255,8900,12.3,48.91,41,3,4.22,100.0,48.91,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2021,Ransomware,unknown,pii_customer,16106,45000,34.5,44.84,29,3,4.22,100.0,44.84,IBM_Global×Multiplier,,LEAN
Education,USA,2021,Man-in-the-Middle,unknown,pii_customer,640851,3400,2.1,51.43,11,1,3.376,100.0,51.43,IBM_Global×Multiplier,,LEAN
Banking,Japan,2022,Phishing,vulnerability exploit,pii_customer,570853,8900,12.3,12.42,4,1,4.22,100.0,12.42,IBM_Global×Multiplier,,LEAN
Banking,USA,2023,SQL Injection,vulnerability exploit,pii_customer,995462,8900,12.3,98.91,33,3,4.22,100.0,98.91,IBM_Global×Multiplier,,LEAN
Telecommunications,Russia,2015,Ransomware,unknown,pii_customer,716832,45000,34.5,64.68,67,4,4.22,100.0,64.68,IBM_Global×Multiplier,,LEAN
Retail,USA,2015,Malware,vulnerability exploit,pii_customer,677462,23000,8.9,41.34,45,4,3.798,100.0,41.34,IBM_Global×Multiplier,,LEAN
IT,France,2020,DDoS,vulnerability exploit,pii_customer,362499,8900,12.3,52.09,4,1,4.22,100.0,52.09,IBM_Global×Multiplier,,LEAN
Retail,India,2023,DDoS,unknown,pii_customer,274512,23000,8.9,26.01,69,4,3.798,100.0,26.01,IBM_Global×Multiplier,,LEAN
Government,Germany,2017,Malware,unknown,pii_customer,590555,2300,8.9,63.97,27,3,4.22,100.0,63.97,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2024,Phishing,unknown,pii_customer,297456,45000,34.5,42.28,20,2,4.22,100.0,42.28,IBM_Global×Multiplier,,LEAN
Government,Russia,2015,Ransomware,vulnerability exploit,pii_customer,465465,2300,8.9,2.73,60,4,4.22,100.0,2.73,IBM_Global×Multiplier,,LEAN
IT,India,2023,Man-in-the-Middle,vulnerability exploit,pii_customer,24387,8900,12.3,58.9,29,3,4.22,100.0,58.9,IBM_Global×Multiplier,,LEAN
Education,France,2020,Man-in-the-Middle,unknown,pii_customer,871001,3400,2.1,35.12,39,3,3.376,100.0,35.12,IBM_Global×Multiplier,,LEAN
IT,Brazil,2019,Malware,unknown,pii_customer,989421,8900,12.3,8.31,46,4,4.22,100.0,8.31,IBM_Global×Multiplier,,LEAN
Retail,France,2015,Phishing,unknown,pii_customer,190100,23000,8.9,84.86,69,4,3.798,100.0,84.86,IBM_Global×Multiplier,,LEAN
IT,France,2018,SQL Injection,unknown,pii_customer,3324,8900,12.3,63.56,65,4,4.22,100.0,63.56,IBM_Global×Multiplier,,LEAN
Retail,UK,2024,Malware,vulnerability exploit,pii_customer,851177,23000,8.9,33.24,53,4,3.798,100.0,33.24,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2015,Malware,unknown,pii_customer,477346,10700,19.2,35.11,8,1,8.44,100.0,35.11,IBM_Global×Multiplier,,LEAN
Healthcare,USA,2021,Malware,unknown,pii_customer,386686,10700,19.2,49.73,7,1,8.44,100.0,49.73,IBM_Global×Multiplier,,LEAN
Banking,Russia,2016,DDoS,unknown,pii_customer,922456,8900,12.3,87.62,67,4,4.22,100.0,87.62,IBM_Global×Multiplier,,LEAN
Telecommunications,China,2021,DDoS,unknown,pii_customer,954379,45000,34.5,84.09,59,4,4.22,100.0,84.09,IBM_Global×Multiplier,,LEAN
Telecommunications,Germany,2024,Phishing,unknown,pii_customer,887186,45000,34.5,36.34,8,1,4.22,100.0,36.34,IBM_Global×Multiplier,,LEAN
Education,India,2018,Malware,unknown,pii_customer,197323,3400,2.1,41.28,47,4,3.376,100.0,41.28,IBM_Global×Multiplier,,LEAN
IT,India,2016,Malware,unknown,pii_customer,294587,8900,12.3,34.78,43,4,4.22,100.0,34.78,IBM_Global×Multiplier,,LEAN
Telecommunications,UK,2022,Man-in-the-Middle,vulnerability exploit,pii_customer,191263,45000,34.5,88.71,68,4,4.22,100.0,88.71,IBM_Global×Multiplier,,LEAN
Healthcare,France,2017,Ransomware,unknown,pii_customer,332214,10700,19.2,88.79,16,1,8.44,100.0,88.79,IBM_Global×Multiplier,,LEAN
Government,China,2024,Man-in-the-Middle,unknown,pii_customer,196531,2300,8.9,56.26,45,4,4.22,100.0,56.26,IBM_Global×Multiplier,,LEAN
Banking,Brazil,2021,SQL Injection,vulnerability exploit,pii_customer,258021,8900,12.3,4.34,46,4,4.22,100.0,4.34,IBM_Global×Multiplier,,LEAN
Healthcare,Russia,2021,Ransomware,unknown,pii_customer,920121,10700,19.2,85.65,21,2,8.44,100.0,85.65,IBM_Global×Multiplier,,LEAN
IT,Australia,2021,SQL Injection,unknown,pii_customer,971908,8900,12.3,4.52,16,1,4.22,100.0,4.52,IBM_Global×Multiplier,,LEAN
IT,France,2017,Ransomware,unknown,pii_customer,760590,8900,12.3,27.19,9,1,4.22,100.0,27.19,IBM_Global×Multiplier,,LEAN
Government,UK,2023,Man-in-the-Middle,unknown,pii_customer,569044,2300,8.9,45.16,27,3,4.22,100.0,45.16,IBM_Global×Multiplier,,LEAN
Government,France,2021,SQL Injection,unknown,pii_customer,841324,2300,8.9,2.3,8,1,4.22,100.0,2.3,IBM_Global×Multiplier,,LEAN
Government,Japan,2022,Malware,unknown,pii_customer,668679,2300,8.9,71.54,27,3,4.22,100.0,71.54,IBM_Global×Multiplier,,LEAN
Banking,India,2022,SQL Injection,vulnerability exploit,pii_customer,310150,8900,12.3,27.86,21,2,4.22,100.0,27.86,IBM_Global×Multiplier,,LEAN
IT,Germany,2016,Man-in-the-Middle,unknown,pii_customer,549414,8900,12.3,13.21,70,4,4.22,100.0,13.21,IBM_Global×Multiplier,,LEAN
Government,Australia,2015,DDoS,unknown,pii_customer,731839,2300,8.9,11.89,14,1,4.22,100.0,11.89,IBM_Global×Multiplier,,LEAN
Healthcare,Brazil,2023,SQL Injection,unknown,pii_customer,626352,10700,19.2,76.58,33,3,8.44,100.0,76.58,IBM_Global×Multiplier,,LEAN
Banking,India,2022,DDoS,vulnerability exploit,pii_customer,626017,8900,12.3,92.23,1,1,4.22,100.0,92.23,IBM_Global×Multiplier,,LEAN
Telecommunications,Australia,2019,DDoS,unknown,pii_customer,172782,45000,34.5,70.7,2,1,4.22,100.0,70.7,IBM_Global×Multiplier,,LEAN
Government,France,2021,Ransomware,vulnerability exploit,pii_customer,665023,2300,8.9,2.39,49,4,4.22,100.0,2.39,IBM_Global×Multiplier,,LEAN
Banking,Germany,2018,Man-in-the-Middle,unknown,pii_customer,15909,8900,12.3,89.87,19,2,4.22,100.0,89.87,IBM_Global×Multiplier,,LEAN
Banking,UK,2023,Man-in-the-Middle,unknown,pii_customer,998547,8900,12.3,24.28,46,4,4.22,100.0,24.28,IBM_Global×Multiplier,,LEAN
