Incident_ID,Date_Reported,Company_Name,Industry,Country,Attack_Type,Records_Compromised,Attack_Vector,Data_Type,Ransom_Amount_USD,Recovery_Time_Days,Financial_Impact_Million_USD,CISO_Present,Security_Budget_Million_USD,Employee_Count,Previous_Incidents,Patch_Status,MFA_Enabled,Security_Training_Hours,Incident_Severity,Attribution,Response_Time_Hours,Regulatory_Fine_Million_USD,Stock_Impact_Percent,Customer_Churn_Percent,Reputation_Score_Change,Year,Per_Record_Cost_USD,Baseline_Industry_Cost_Million_USD,Estimated_Financial_Impact_Million_USD,Baseline_Source_x,PerRecord_Source_x,Source_Tag,Baseline_Source_y,Baseline_Source,PerRecord_Source_y,PerRecord_Source
,,,Telecommunications,Japan,Malware,871255,,,,,67.77,,,,,,,,24.0,,,,,,,2023,100.31243975865726,51.230000000000004,67.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,India,Man-in-the-Middle,48647,,,,,98.86,,,,,,,,48.0,,,,,,,2019,100.31243975865726,54.44,98.86,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,Phishing,109907,,,,,74.75,,,,,,,,5.0,,,,,,,2024,100.31243975865726,3.8,74.75,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Brazil,Man-in-the-Middle,749386,,,,,89.11,,,,,,,,16.0,,,,,,,2022,100.31243975865726,3.54,89.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Malware,900723,,,,,89.79,,,,,,,,32.0,,,,,,,2018,100.31243975865726,51.230000000000004,89.79,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,Phishing,943151,,,,,49.75,,,,,,,,66.0,,,,,,,2024,100.31243975865726,53.3,49.75,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Malware,93580,,,,,1.05,,,,,,,,21.0,,,,,,,2019,100.31243975865726,3.8,1.05,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,China,Malware,303469,,,,,26.66,,,,,,,,60.0,,,,,,,2019,100.31243975865726,3.54,26.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,USA,Malware,28436,,,,,0.71,,,,,,,,66.0,,,,,,,2024,100.31243975865726,51.230000000000004,0.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Phishing,383484,,,,,41.92,,,,,,,,52.0,,,,,,,2015,100.31243975865726,7.42,41.92,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,Germany,DDoS,27446,,,,,40.05,,,,,,,,13.0,,,,,,,2017,100.31243975865726,51.230000000000004,40.05,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Phishing,39276,,,,,73.13,,,,,,,,29.0,,,,,,,2020,100.31243975865726,7.42,73.13,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,SQL Injection,88304,,,,,33.94,,,,,,,,41.0,,,,,,,2024,100.31243975865726,53.3,33.94,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Brazil,Malware,281096,,,,,4.95,,,,,,,,2.0,,,,,,,2019,100.31243975865726,54.44,4.95,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,SQL Injection,793612,,,,,50.23,,,,,,,,12.0,,,,,,,2018,100.31243975865726,50.75,50.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,UK,Malware,848188,,,,,49.92,,,,,,,,12.0,,,,,,,2016,100.31243975865726,50.75,49.92,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,India,Man-in-the-Middle,374767,,,,,70.24,,,,,,,,67.0,,,,,,,2016,100.31243975865726,53.3,70.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,France,DDoS,835349,,,,,85.65,,,,,,,,8.0,,,,,,,2019,100.31243975865726,51.230000000000004,85.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,SQL Injection,877560,,,,,64.25,,,,,,,,61.0,,,,,,,2020,100.31243975865726,50.75,64.25,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Germany,Man-in-the-Middle,249279,,,,,58.93,,,,,,,,58.0,,,,,,,2016,100.31243975865726,54.44,58.93,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,Ransomware,126143,,,,,9.24,,,,,,,,35.0,,,,,,,2017,100.31243975865726,54.44,9.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,Malware,7910,,,,,50.84,,,,,,,,19.0,,,,,,,2021,100.31243975865726,54.44,50.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Brazil,SQL Injection,732802,,,,,85.12,,,,,,,,62.0,,,,,,,2020,100.31243975865726,3.8,85.12,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Telecommunications,USA,DDoS,426349,,,,,12.13,,,,,,,,44.0,,,,,,,2019,100.31243975865726,51.230000000000004,12.13,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,Man-in-the-Middle,739538,,,,,6.24,,,,,,,,5.0,,,,,,,2019,100.31243975865726,51.230000000000004,6.24,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,UK,SQL Injection,251689,,,,,17.98,,,,,,,,1.0,,,,,,,2016,100.31243975865726,3.54,17.98,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Germany,Malware,461291,,,,,75.2,,,,,,,,5.0,,,,,,,2015,100.31243975865726,3.8,75.2,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,UK,Man-in-the-Middle,757595,,,,,71.88,,,,,,,,40.0,,,,,,,2021,100.31243975865726,50.75,71.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Japan,Man-in-the-Middle,970866,,,,,12.62,,,,,,,,13.0,,,,,,,2024,100.31243975865726,3.54,12.62,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Brazil,Malware,334916,,,,,79.56,,,,,,,,35.0,,,,,,,2021,100.31243975865726,54.44,79.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Man-in-the-Middle,384185,,,,,35.37,,,,,,,,71.0,,,,,,,2019,100.31243975865726,53.3,35.37,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Australia,Phishing,6670,,,,,98.72,,,,,,,,24.0,,,,,,,2016,100.31243975865726,3.8,98.72,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,Man-in-the-Middle,801177,,,,,62.08,,,,,,,,11.0,,,,,,,2016,100.31243975865726,53.3,62.08,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,Ransomware,183711,,,,,28.79,,,,,,,,50.0,,,,,,,2016,100.31243975865726,50.75,28.79,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,Malware,573985,,,,,83.45,,,,,,,,45.0,,,,,,,2015,100.31243975865726,3.54,83.45,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Japan,DDoS,675172,,,,,88.04,,,,,,,,43.0,,,,,,,2018,100.31243975865726,7.42,88.04,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Germany,DDoS,716770,,,,,35.76,,,,,,,,2.0,,,,,,,2018,100.31243975865726,54.44,35.76,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,825866,,,,,43.19,,,,,,,,23.0,,,,,,,2016,100.31243975865726,53.3,43.19,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,USA,Ransomware,206631,,,,,92.43,,,,,,,,64.0,,,,,,,2019,100.31243975865726,7.42,92.43,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Germany,Phishing,153211,,,,,40.18,,,,,,,,43.0,,,,,,,2016,100.31243975865726,50.75,40.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Japan,SQL Injection,322255,,,,,48.91,,,,,,,,41.0,,,,,,,2018,100.31243975865726,53.3,48.91,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,Ransomware,16106,,,,,44.84,,,,,,,,29.0,,,,,,,2021,100.31243975865726,51.230000000000004,44.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,USA,Man-in-the-Middle,640851,,,,,51.43,,,,,,,,11.0,,,,,,,2021,100.31243975865726,3.8,51.43,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Japan,Phishing,570853,,,,,12.42,,,,,,,,4.0,,,,,,,2022,100.31243975865726,50.75,12.42,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,USA,SQL Injection,995462,,,,,98.91,,,,,,,,33.0,,,,,,,2023,100.31243975865726,50.75,98.91,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Russia,Ransomware,716832,,,,,64.68,,,,,,,,67.0,,,,,,,2015,100.31243975865726,51.230000000000004,64.68,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,USA,Malware,677462,,,,,41.34,,,,,,,,45.0,,,,,,,2015,100.31243975865726,3.54,41.34,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,DDoS,362499,,,,,52.09,,,,,,,,4.0,,,,,,,2020,100.31243975865726,53.3,52.09,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,India,DDoS,274512,,,,,26.01,,,,,,,,69.0,,,,,,,2023,100.31243975865726,3.54,26.01,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Germany,Malware,590555,,,,,63.97,,,,,,,,27.0,,,,,,,2017,100.31243975865726,54.44,63.97,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Australia,Phishing,297456,,,,,42.28,,,,,,,,20.0,,,,,,,2024,100.31243975865726,51.230000000000004,42.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Russia,Ransomware,465465,,,,,2.73,,,,,,,,60.0,,,,,,,2015,100.31243975865726,54.44,2.73,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,India,Man-in-the-Middle,24387,,,,,58.9,,,,,,,,29.0,,,,,,,2023,100.31243975865726,53.3,58.9,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Man-in-the-Middle,871001,,,,,35.12,,,,,,,,39.0,,,,,,,2020,100.31243975865726,3.8,35.12,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Brazil,Malware,989421,,,,,8.31,,,,,,,,46.0,,,,,,,2019,100.31243975865726,53.3,8.31,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,France,Phishing,190100,,,,,84.86,,,,,,,,69.0,,,,,,,2015,100.31243975865726,3.54,84.86,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,SQL Injection,3324,,,,,63.56,,,,,,,,65.0,,,,,,,2018,100.31243975865726,53.3,63.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,UK,Malware,851177,,,,,33.24,,,,,,,,53.0,,,,,,,2024,100.31243975865726,3.54,33.24,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,Russia,Malware,477346,,,,,35.11,,,,,,,,8.0,,,,,,,2015,100.31243975865726,7.42,35.11,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Healthcare,USA,Malware,386686,,,,,49.73,,,,,,,,7.0,,,,,,,2021,100.31243975865726,7.42,49.73,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,Russia,DDoS,922456,,,,,87.62,,,,,,,,67.0,,,,,,,2016,100.31243975865726,50.75,87.62,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,China,DDoS,954379,,,,,84.09,,,,,,,,59.0,,,,,,,2021,100.31243975865726,51.230000000000004,84.09,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Germany,Phishing,887186,,,,,36.34,,,,,,,,8.0,,,,,,,2024,100.31243975865726,51.230000000000004,36.34,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,India,Malware,197323,,,,,41.28,,,,,,,,47.0,,,,,,,2018,100.31243975865726,3.8,41.28,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,India,Malware,294587,,,,,34.78,,,,,,,,43.0,,,,,,,2016,100.31243975865726,53.3,34.78,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,UK,Man-in-the-Middle,191263,,,,,88.71,,,,,,,,68.0,,,,,,,2022,100.31243975865726,51.230000000000004,88.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,Ransomware,332214,,,,,88.79,,,,,,,,16.0,,,,,,,2017,100.31243975865726,7.42,88.79,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,Man-in-the-Middle,196531,,,,,56.26,,,,,,,,45.0,,,,,,,2024,100.31243975865726,54.44,56.26,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Brazil,SQL Injection,258021,,,,,4.34,,,,,,,,46.0,,,,,,,2021,100.31243975865726,50.75,4.34,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Russia,Ransomware,920121,,,,,85.65,,,,,,,,21.0,,,,,,,2021,100.31243975865726,7.42,85.65,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Australia,SQL Injection,971908,,,,,4.52,,,,,,,,16.0,,,,,,,2021,100.31243975865726,53.3,4.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,Ransomware,760590,,,,,27.19,,,,,,,,9.0,,,,,,,2017,100.31243975865726,53.3,27.19,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,UK,Man-in-the-Middle,569044,,,,,45.16,,,,,,,,27.0,,,,,,,2023,100.31243975865726,54.44,45.16,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,SQL Injection,841324,,,,,2.3,,,,,,,,8.0,,,,,,,2021,100.31243975865726,54.44,2.3,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Japan,Malware,668679,,,,,71.54,,,,,,,,27.0,,,,,,,2022,100.31243975865726,54.44,71.54,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,India,SQL Injection,310150,,,,,27.86,,,,,,,,21.0,,,,,,,2022,100.31243975865726,50.75,27.86,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,Man-in-the-Middle,549414,,,,,13.21,,,,,,,,70.0,,,,,,,2016,100.31243975865726,53.3,13.21,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,Australia,DDoS,731839,,,,,11.89,,,,,,,,14.0,,,,,,,2015,100.31243975865726,54.44,11.89,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,SQL Injection,626352,,,,,76.58,,,,,,,,33.0,,,,,,,2023,100.31243975865726,7.42,76.58,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,DDoS,626017,,,,,92.23,,,,,,,,1.0,,,,,,,2022,100.31243975865726,50.75,92.23,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Australia,DDoS,172782,,,,,70.7,,,,,,,,2.0,,,,,,,2019,100.31243975865726,51.230000000000004,70.7,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,Ransomware,665023,,,,,2.39,,,,,,,,49.0,,,,,,,2021,100.31243975865726,54.44,2.39,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Germany,Man-in-the-Middle,15909,,,,,89.87,,,,,,,,19.0,,,,,,,2018,100.31243975865726,50.75,89.87,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,UK,Man-in-the-Middle,998547,,,,,24.28,,,,,,,,46.0,,,,,,,2023,100.31243975865726,50.75,24.28,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,76358,,,,,58.3,,,,,,,,58.0,,,,,,,2019,100.31243975865726,53.3,58.3,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Germany,Man-in-the-Middle,89704,,,,,84.19,,,,,,,,26.0,,,,,,,2024,100.31243975865726,53.3,84.19,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Russia,Man-in-the-Middle,191361,,,,,72.02,,,,,,,,11.0,,,,,,,2024,100.31243975865726,3.8,72.02,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Germany,Man-in-the-Middle,200862,,,,,0.61,,,,,,,,13.0,,,,,,,2023,100.31243975865726,54.44,0.61,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Malware,4966,,,,,89.49,,,,,,,,41.0,,,,,,,2017,100.31243975865726,54.44,89.49,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Japan,Phishing,344674,,,,,34.06,,,,,,,,19.0,,,,,,,2018,100.31243975865726,3.8,34.06,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,USA,Phishing,449424,,,,,37.66,,,,,,,,3.0,,,,,,,2020,100.31243975865726,54.44,37.66,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,Phishing,162807,,,,,69.2,,,,,,,,4.0,,,,,,,2020,100.31243975865726,7.42,69.2,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Banking,India,DDoS,21292,,,,,47.1,,,,,,,,10.0,,,,,,,2024,100.31243975865726,50.75,47.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,Malware,993215,,,,,25.7,,,,,,,,56.0,,,,,,,2023,100.31243975865726,50.75,25.7,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Australia,DDoS,744201,,,,,16.58,,,,,,,,7.0,,,,,,,2017,100.31243975865726,50.75,16.58,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,Phishing,762300,,,,,61.33,,,,,,,,20.0,,,,,,,2017,100.31243975865726,50.75,61.33,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,DDoS,764003,,,,,14.1,,,,,,,,43.0,,,,,,,2018,100.31243975865726,54.44,14.1,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,China,DDoS,761910,,,,,33.88,,,,,,,,27.0,,,,,,,2019,100.31243975865726,50.75,33.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,Ransomware,296050,,,,,87.45,,,,,,,,30.0,,,,,,,2023,100.31243975865726,53.3,87.45,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,Malware,82853,,,,,27.43,,,,,,,,67.0,,,,,,,2020,100.31243975865726,54.44,27.43,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Japan,SQL Injection,700439,,,,,34.03,,,,,,,,41.0,,,,,,,2022,100.31243975865726,50.75,34.03,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Retail,Russia,SQL Injection,351048,,,,,6.61,,,,,,,,57.0,,,,,,,2022,100.31243975865726,3.54,6.61,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,China,Phishing,36963,,,,,17.99,,,,,,,,54.0,,,,,,,2020,100.31243975865726,3.54,17.99,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,Ransomware,533151,,,,,99.77,,,,,,,,43.0,,,,,,,2021,100.31243975865726,53.3,99.77,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Germany,Man-in-the-Middle,62185,,,,,61.93,,,,,,,,32.0,,,,,,,2018,100.31243975865726,7.42,61.93,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,USA,DDoS,231299,,,,,48.83,,,,,,,,58.0,,,,,,,2016,100.31243975865726,3.8,48.83,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,UK,SQL Injection,914365,,,,,47.99,,,,,,,,52.0,,,,,,,2017,100.31243975865726,3.54,47.99,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Japan,Ransomware,696953,,,,,47.44,,,,,,,,54.0,,,,,,,2024,100.31243975865726,3.54,47.44,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Russia,Malware,977607,,,,,24.47,,,,,,,,62.0,,,,,,,2015,100.31243975865726,3.8,24.47,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Australia,Ransomware,91228,,,,,71.03,,,,,,,,22.0,,,,,,,2020,100.31243975865726,3.54,71.03,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,China,Phishing,417253,,,,,59.95,,,,,,,,16.0,,,,,,,2016,100.31243975865726,54.44,59.95,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,France,Man-in-the-Middle,60431,,,,,44.03,,,,,,,,59.0,,,,,,,2021,100.31243975865726,54.44,44.03,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Japan,Man-in-the-Middle,567209,,,,,44.69,,,,,,,,1.0,,,,,,,2016,100.31243975865726,7.42,44.69,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,France,SQL Injection,596168,,,,,70.18,,,,,,,,15.0,,,,,,,2015,100.31243975865726,53.3,70.18,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Malware,437357,,,,,49.88,,,,,,,,56.0,,,,,,,2024,100.31243975865726,51.230000000000004,49.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,Australia,Ransomware,588421,,,,,43.88,,,,,,,,72.0,,,,,,,2016,100.31243975865726,53.3,43.88,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Phishing,477292,,,,,57.17,,,,,,,,18.0,,,,,,,2017,100.31243975865726,53.3,57.17,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,Germany,Phishing,163839,,,,,16.76,,,,,,,,19.0,,,,,,,2018,100.31243975865726,3.8,16.76,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,UK,SQL Injection,922676,,,,,65.06,,,,,,,,6.0,,,,,,,2024,100.31243975865726,53.3,65.06,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,UK,Malware,941720,,,,,34.66,,,,,,,,71.0,,,,,,,2023,100.31243975865726,3.8,34.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Germany,Phishing,647613,,,,,49.71,,,,,,,,53.0,,,,,,,2019,100.31243975865726,54.44,49.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Australia,Ransomware,429456,,,,,27.17,,,,,,,,28.0,,,,,,,2016,100.31243975865726,51.230000000000004,27.17,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,India,Phishing,340643,,,,,85.73,,,,,,,,72.0,,,,,,,2020,100.31243975865726,54.44,85.73,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Education,France,Malware,21833,,,,,55.66,,,,,,,,2.0,,,,,,,2021,100.31243975865726,3.8,55.66,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Education,Japan,Phishing,598297,,,,,3.6,,,,,,,,49.0,,,,,,,2018,100.31243975865726,3.8,3.6,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Australia,Phishing,92925,,,,,78.28,,,,,,,,53.0,,,,,,,2023,100.31243975865726,3.54,78.28,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Retail,Germany,SQL Injection,98500,,,,,70.09,,,,,,,,30.0,,,,,,,2020,100.31243975865726,3.54,70.09,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Japan,SQL Injection,820070,,,,,64.56,,,,,,,,70.0,,,,,,,2020,100.31243975865726,53.3,64.56,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,UK,Phishing,170892,,,,,66.65,,,,,,,,47.0,,,,,,,2024,100.31243975865726,50.75,66.65,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,Brazil,Ransomware,887531,,,,,60.13,,,,,,,,51.0,,,,,,,2024,100.31243975865726,7.42,60.13,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,IT,Australia,DDoS,179507,,,,,57.81,,,,,,,,8.0,,,,,,,2024,100.31243975865726,53.3,57.81,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Banking,Russia,DDoS,315219,,,,,78.71,,,,,,,,30.0,,,,,,,2023,100.31243975865726,50.75,78.71,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Government,USA,Phishing,223827,,,,,63.35,,,,,,,,21.0,,,,,,,2016,100.31243975865726,54.44,63.35,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Healthcare,France,DDoS,254371,,,,,47.01,,,,,,,,13.0,,,,,,,2016,100.31243975865726,7.42,47.01,,,LEAN,,IBM_2025_Report,,Observed_Median_By_DataType
,,,Government,Japan,DDoS,839088,,,,,67.59,,,,,,,,62.0,,,,,,,2023,100.31243975865726,54.44,67.59,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,China,DDoS,394109,,,,,17.49,,,,,,,,37.0,,,,,,,2017,100.31243975865726,53.3,17.49,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,France,DDoS,877224,,,,,75.84,,,,,,,,57.0,,,,,,,2019,100.31243975865726,53.3,75.84,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,Telecommunications,Japan,Phishing,846884,,,,,91.52,,,,,,,,42.0,,,,,,,2020,100.31243975865726,51.230000000000004,91.52,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
,,,IT,UK,Malware,100972,,,,,44.05,,,,,,,,54.0,,,,,,,2020,100.31243975865726,53.3,44.05,,,LEAN,,Observed_Median_By_Industry,,Observed_Median_By_DataType
